order_id,order_date,customer_name,city,category,product_id,sales,profit
CA-2020-129280,5/3/2020,Susan MacKendrick,Newark,Furniture,FUR-FU-10001876,51.968,10.3936
CA-2020-129308,7/7/2020,Chad Cunningham,Philadelphia,Office Supplies,OFF-BI-10001308,9.42,-7.85
CA-2020-129630,9/4/2020,Ionia McGrath,San Francisco,Furniture,FUR-FU-10000260,24.27,8.7372
CA-2020-129686,11/27/2020,Greg Guthrie,Chicago,Office Supplies,OFF-ST-10004337,97.984,-24.496
CA-2020-129693,11/26/2020,Tamara Chand,Seattle,Office Supplies,OFF-BI-10002954,7.312,2.5592
CA-2020-129714,9/1/2020,Adam Bellavance,New York City,Office Supplies,OFF-BI-10002160,3.048,1.0668
CA-2020-129728,5/30/2020,Jason Gross,Los Angeles,Furniture,FUR-FU-10003247,167.84,11.7488
CA-2020-129847,9/2/2020,Tom Ashbrook,Chicago,Furniture,FUR-FU-10000277,84.272,-75.8448
CA-2020-129861,6/17/2020,Denise Monton,Rochester,Furniture,FUR-TA-10003715,376.866,-213.5574
CA-2020-129868,12/26/2020,Mike Caudle,Los Angeles,Furniture,FUR-CH-10003535,146.352,-5.4882
CA-2020-129903,12/1/2020,Gary Zandusky,Rochester,Office Supplies,OFF-PA-10004040,23.92,11.7208
CA-2020-130001,4/23/2020,Heather Kirkland,Charlotte,Office Supplies,OFF-PA-10002666,36.24,11.325
CA-2020-130029,7/3/2020,Guy Thornton,Los Angeles,Office Supplies,OFF-FA-10001135,3.96,0.0792
CA-2020-130050,7/16/2020,Mark Cousins,Houston,Furniture,FUR-FU-10001940,9.552,-3.8208
CA-2020-130078,8/8/2020,Charles Crestani,Oklahoma City,Office Supplies,OFF-PA-10003270,10.56,4.752
CA-2020-130162,10/28/2020,Jonathan Howell,Los Angeles,Office Supplies,OFF-ST-10001328,93.06,26.0568
CA-2020-130225,9/11/2020,Ryan Crowe,Houston,Office Supplies,OFF-EN-10000056,99.568,33.6042
CA-2020-130267,9/19/2020,Scot Wooten,Stockton,Office Supplies,OFF-PA-10002222,159.88,73.5448
CA-2020-130288,11/26/2020,Dean Katz,New York City,Furniture,FUR-TA-10002958,313.176,-120.0508
CA-2020-130393,12/1/2020,John Murray,San Angelo,Furniture,FUR-CH-10002647,248.43,-17.745
CA-2020-130400,3/8/2020,Sanjit Jacobs,Dallas,Office Supplies,OFF-BI-10001757,8.856,-14.1696
CA-2020-130407,9/2/2020,Karen Daniels,New York City,Furniture,FUR-FU-10001967,39.98,9.995
CA-2020-130442,12/16/2020,Sandra Flanagan,Goldsboro,Office Supplies,OFF-AP-10004859,34.944,3.0576
CA-2020-130477,4/8/2020,Logan Currie,Los Angeles,Office Supplies,OFF-PA-10000019,12.96,6.2208
CA-2020-130484,8/22/2020,Sheri Gordon,Gresham,Office Supplies,OFF-BI-10000088,26.352,-18.4464
CA-2020-130638,5/16/2020,Sanjit Chand,Los Angeles,Furniture,FUR-FU-10002116,282.84,19.7988
CA-2020-130680,6/24/2020,Bill Donatelli,San Diego,Technology,TEC-PH-10004833,38.24,-9.56
CA-2020-130778,11/19/2020,Natalie DeCherney,Long Beach,Office Supplies,OFF-AP-10000595,8.74,2.2724
CA-2020-130799,11/11/2020,Berenike Kampe,San Francisco,Furniture,FUR-FU-10001852,6.96,2.2272
CA-2020-130820,11/15/2020,Odella Nelson,Burlington,Furniture,FUR-TA-10001768,630.024,-199.5076
CA-2020-130911,3/24/2020,Dan Campbell,Cleveland,Furniture,FUR-BO-10004357,301.47,-241.176
CA-2020-130946,4/8/2020,Zuschuss Carroll,Houston,Furniture,FUR-CH-10004540,95.984,-4.1136
CA-2020-131065,11/14/2020,Allen Armold,Atlanta,Office Supplies,OFF-BI-10004970,8.26,3.8822
CA-2020-131093,9/17/2020,Troy Staebel,Springfield,Office Supplies,OFF-ST-10002790,295.4,-62.7725
CA-2020-131205,9/4/2020,Anna Andreadi,Georgetown,Furniture,FUR-FU-10003347,42.6,16.614
CA-2020-131289,12/8/2020,Stefania Perrino,San Francisco,Furniture,FUR-TA-10003954,1421.664,-195.4788
CA-2020-131296,10/4/2020,Melanie Seite,Baltimore,Furniture,FUR-TA-10002622,239.372,-23.9372
CA-2020-131380,3/28/2020,Chris Cortes,Los Angeles,Office Supplies,OFF-PA-10001243,5.98,2.9302
CA-2020-131499,9/8/2020,Michael Grace,New York City,Office Supplies,OFF-AP-10003779,207.48,62.244
CA-2020-131576,11/22/2020,Rob Dowd,Detroit,Office Supplies,OFF-BI-10002852,49.44,24.2256
CA-2020-131639,12/17/2020,Noel Staavos,Carlsbad,Office Supplies,OFF-BI-10000948,11.416,3.8529
CA-2020-131737,3/17/2020,Gary Zandusky,Columbia,Furniture,FUR-FU-10004306,971.5,252.59
CA-2020-131744,6/18/2020,Stewart Carmichael,Philadelphia,Office Supplies,OFF-AP-10001394,453.6,90.72
CA-2020-131835,7/17/2020,Matt Collister,Perth Amboy,Office Supplies,OFF-AP-10004487,162.64,45.5392
CA-2020-131968,11/11/2020,Laurel Beltran,Apopka,Office Supplies,OFF-AP-10001058,671.544,50.3658
CA-2020-132017,9/26/2020,Matt Hagelstein,Houston,Office Supplies,OFF-BI-10004001,6.816,-11.5872
CA-2020-132066,10/16/2020,Nona Balk,New York City,Furniture,FUR-TA-10001539,142.182,-37.9152
CA-2020-132094,8/26/2020,Vivek Grady,Philadelphia,Office Supplies,OFF-AR-10004165,5.472,1.6416
CA-2020-132143,9/3/2020,Filia McAdams,Middletown,Office Supplies,OFF-PA-10002713,48.16,22.1536
CA-2020-132304,6/14/2020,Anthony Rawles,Seattle,Furniture,FUR-TA-10004619,1115.17,334.551
CA-2020-132409,5/26/2020,Tiffany House,Philadelphia,Office Supplies,OFF-AP-10002082,34.848,6.534
CA-2020-132479,9/24/2020,Michael Kennedy,Rockford,Office Supplies,OFF-BI-10004584,442.372,-729.9138
CA-2020-132549,11/25/2020,Jay Kimmel,Huntsville,Office Supplies,OFF-ST-10001325,73.36,19.8072
CA-2020-132661,10/23/2020,Steven Roelle,New York City,Office Supplies,OFF-PA-10000482,379.4,178.318
CA-2020-132731,11/24/2020,George Ashbrook,Dallas,Technology,TEC-PH-10004120,657.552,49.3164
CA-2020-132829,12/23/2020,Laura Armstrong,Houston,Furniture,FUR-FU-10000206,2.328,-0.7566
CA-2020-132899,4/7/2020,Sarah Foster,New York City,Office Supplies,OFF-AR-10002833,3.64,0.9828
CA-2020-132990,8/1/2020,Khloe Miller,Philadelphia,Furniture,FUR-FU-10004864,19.312,3.1382
CA-2020-132997,11/7/2020,Luke Weiss,Rochester,Office Supplies,OFF-BI-10004318,276.784,89.9548
CA-2020-133123,9/6/2020,Karl Braun,Thomasville,Office Supplies,OFF-BI-10001031,3.204,-2.4564
CA-2020-133144,5/16/2020,Denny Ordway,Los Angeles,Office Supplies,OFF-PA-10004971,17.34,8.4966
CA-2020-133319,9/5/2020,Mark Van Huff,New York City,Office Supplies,OFF-PA-10001815,192.16,92.2368
CA-2020-133340,12/9/2020,Logan Haushalter,Jackson,Office Supplies,OFF-AP-10002311,61.929,23.3954
CA-2020-133368,1/14/2020,Anna Gayman,Concord,Furniture,FUR-FU-10003374,315.776,31.5776
CA-2020-133550,7/31/2020,Ken Lonsdale,Detroit,Furniture,FUR-FU-10002918,272.94,30.0234
CA-2020-133613,6/17/2020,Christine Phan,Waterbury,Office Supplies,OFF-AR-10003829,9.84,2.8536
CA-2020-133669,10/21/2020,Susan Vittorini,Columbus,Technology,TEC-PH-10001305,235.152,-47.0304
CA-2020-133697,10/20/2020,Chuck Magee,Houston,Furniture,FUR-CH-10002372,56.686,-14.5764
CA-2020-133711,11/26/2020,Mark Cousins,Mobile,Office Supplies,OFF-BI-10000666,91.68,45.84
CA-2020-133725,5/23/2020,Ken Lonsdale,Chicago,Technology,TEC-PH-10004165,1979.928,148.4946
CA-2020-133795,12/18/2020,Jeremy Ellison,San Diego,Furniture,FUR-FU-10003731,39.92,11.1776
CA-2020-133802,3/14/2020,Stephanie Phelps,Redwood City,Office Supplies,OFF-BI-10003291,41.904,14.1426
CA-2020-133816,5/10/2020,Christopher Schild,Philadelphia,Technology,TEC-PH-10001795,743.988,-123.998
CA-2020-133872,6/14/2020,Vivian Mathis,Boca Raton,Office Supplies,OFF-BI-10002082,39.936,-26.624
CA-2020-133935,9/18/2020,Jane Waco,San Diego,Furniture,FUR-CH-10001215,801.568,50.098
CA-2020-134110,11/17/2020,Barry Gonzalez,The Colony,Office Supplies,OFF-PA-10000697,15.232,5.5216
CA-2020-134138,2/16/2020,John Dryer,Belleville,Furniture,FUR-CH-10001545,227.96,36.4736
CA-2020-134180,11/3/2020,Julie Prescott,Philadelphia,Furniture,FUR-CH-10004886,470.155,-13.433
CA-2020-134208,9/17/2020,Cindy Stewart,Columbus,Technology,TEC-MA-10004458,396,190.08
CA-2020-134222,7/10/2020,Nick Zandusky,Yuma,Office Supplies,OFF-BI-10001658,44.856,-35.8848
CA-2020-134334,2/14/2020,Dave Kipp,Clinton,Furniture,FUR-FU-10003274,10.56,4.6464
CA-2020-134348,11/12/2020,Maurice Satty,Mesa,Office Supplies,OFF-BI-10003727,6.27,-4.598
CA-2020-134362,9/29/2020,Linda Southworth,Philadelphia,Office Supplies,OFF-LA-10004853,15.936,5.1792
CA-2020-134376,10/2/2020,Tim Taslimi,New York City,Office Supplies,OFF-AP-10004532,61.44,16.5888
CA-2020-134425,12/8/2020,Quincy Jones,Saint Paul,Technology,TEC-PH-10003555,114.95,2.299
CA-2020-134474,1/5/2020,Anthony Johnson,Jacksonville,Office Supplies,OFF-AR-10003958,5.248,0.5904
CA-2020-134516,9/20/2020,Filia McAdams,Greensboro,Furniture,FUR-CH-10002880,98.392,-11.0691
CA-2020-134544,3/17/2020,Anna Chung,San Francisco,Technology,TEC-PH-10003800,84.784,-20.1362
CA-2020-134691,11/14/2020,Kelly Collister,Houston,Office Supplies,OFF-BI-10002393,2.296,-3.9032
CA-2020-134775,10/28/2020,Alejandro Savely,San Francisco,Office Supplies,OFF-BI-10002225,49.536,17.3376
CA-2020-134789,4/8/2020,Christine Kargatis,Hot Springs,Furniture,FUR-FU-10003268,159.92,31.984
CA-2020-134803,5/28/2020,Clay Ludtke,Los Angeles,Office Supplies,OFF-AP-10000891,262.24,78.672
CA-2020-134887,3/25/2020,Toby Braunhardt,Norman,Technology,TEC-AC-10003832,1287.45,244.6155
CA-2020-134936,12/19/2020,Erin Smith,Tucson,Furniture,FUR-TA-10001086,455.97,-218.8656
CA-2020-135265,7/7/2020,Christopher Conant,Los Angeles,Furniture,FUR-CH-10003061,287.968,-3.5996
CA-2020-135461,2/7/2020,Erica Bern,Los Angeles,Technology,TEC-PH-10004094,623.96,38.9975
CA-2020-135594,6/30/2020,Adrian Hane,Aurora,Technology,TEC-AC-10003038,50.12,-0.6265
CA-2020-135636,10/8/2020,Doug Bickford,Charlotte,Office Supplies,OFF-ST-10000676,387.72,-67.851
CA-2020-135776,12/23/2020,Edward Hooks,Seattle,Office Supplies,OFF-AR-10001231,4.2,1.176
CA-2020-135965,9/22/2020,Sam Zeldin,New York City,Office Supplies,OFF-ST-10002370,128.34,37.2186
CA-2020-136021,8/14/2020,Jill Matthias,Los Angeles,Office Supplies,OFF-PA-10000551,15.54,7.6146
CA-2020-136049,12/23/2020,Neoma Murray,Bowling Green,Office Supplies,OFF-BI-10001267,5.553,-4.0722
CA-2020-136126,5/24/2020,Eugene Hildebrand,Newport News,Office Supplies,OFF-PA-10004327,191.6,91.968
CA-2020-136133,8/18/2020,Helen Wasserman,New York City,Office Supplies,OFF-AP-10000576,355.32,99.4896
CA-2020-136231,9/5/2020,Darrin Martin,Johnson City,Office Supplies,OFF-BI-10001597,86.058,-63.1092
CA-2020-136287,6/13/2020,Sonia Sunley,Wichita,Office Supplies,OFF-LA-10003148,18.9,8.694
CA-2020-136301,3/13/2020,Edward Hooks,San Francisco,Furniture,FUR-FU-10004712,28.28,7.3528
CA-2020-136322,10/21/2020,Anne Pryor,Fort Lauderdale,Furniture,FUR-FU-10002878,45.568,9.6832
CA-2020-136329,7/9/2020,Jonathan Doherty,New York City,Furniture,FUR-CH-10002335,408.006,72.5344
CA-2020-136371,3/19/2020,Susan Vittorini,Oceanside,Furniture,FUR-FU-10000221,20.32,6.9088
CA-2020-136406,4/15/2020,Bill Donatelli,San Francisco,Furniture,FUR-CH-10002024,1121.568,0
CA-2020-136434,12/1/2020,Rick Duston,Richmond,Furniture,FUR-FU-10001196,17.31,5.193
CA-2020-136483,12/1/2020,Allen Goldenen,Knoxville,Office Supplies,OFF-AR-10000940,4.704,0.4116
CA-2020-136595,9/5/2020,Elizabeth Moffitt,Houston,Furniture,FUR-FU-10004671,21.204,-11.6622
CA-2020-136686,12/12/2020,Roy Französisch,Pasadena,Furniture,FUR-FU-10004864,383.64,122.7648
CA-2020-136770,8/14/2020,Stephanie Phelps,Akron,Technology,TEC-AC-10000420,279.96,48.993
CA-2020-136812,11/18/2020,Arthur Wiediger,Oklahoma City,Office Supplies,OFF-ST-10003470,1117.92,55.896
CA-2020-136924,7/14/2020,Erin Smith,Tucson,Technology,TEC-PH-10002262,380.864,38.0864
CA-2020-136994,5/27/2020,Lynn Smith,Los Angeles,Office Supplies,OFF-PA-10000575,13.38,6.1548
CA-2020-137043,12/23/2020,Logan Currie,Springfield,Furniture,FUR-FU-10003664,572.76,166.1004
CA-2020-137050,7/14/2020,Steven Ward,New York City,Furniture,FUR-BO-10004695,579.136,21.7176
CA-2020-137127,6/16/2020,Jennifer Jackson,Newark,Office Supplies,OFF-LA-10001641,9.45,4.536
CA-2020-137176,9/9/2020,Daniel Byrd,Dallas,Furniture,FUR-FU-10003832,15.008,-12.0064
CA-2020-137204,4/28/2020,Bill Overfelt,Los Angeles,Furniture,FUR-CH-10002304,41.568,2.598
CA-2020-137239,8/22/2020,Craig Reiter,Columbus,Office Supplies,OFF-AP-10002439,113.552,8.5164
CA-2020-137330,12/9/2020,Ken Black,Fremont,Office Supplies,OFF-AP-10001492,60.34,15.6884
CA-2020-137337,3/8/2020,Giulietta Baptist,New York City,Furniture,FUR-FU-10003347,113.6,44.304
CA-2020-137393,5/6/2020,Gene McClure,Bakersfield,Furniture,FUR-FU-10001617,41.6,14.144
CA-2020-137652,8/28/2020,Edward Becker,Cincinnati,Office Supplies,OFF-BI-10004099,18.432,-12.288
CA-2020-137673,9/5/2020,Marina Lichtenstein,San Diego,Technology,TEC-AC-10002345,116,29
CA-2020-137729,5/5/2020,Barry Franz,Los Angeles,Office Supplies,OFF-ST-10001505,5.98,1.0166
CA-2020-137736,11/10/2020,Debra Catini,Warner Robins,Office Supplies,OFF-AR-10004999,41.86,10.465
CA-2020-137743,7/30/2020,Katherine Hughes,Chicago,Office Supplies,OFF-LA-10003663,9.248,3.1212
CA-2020-137848,1/15/2020,William Brown,New York City,Office Supplies,OFF-BI-10002225,49.536,17.3376
CA-2020-137939,7/20/2020,Pauline Johnson,Long Beach,Technology,TEC-PH-10003589,89.95,43.176
CA-2020-138037,9/29/2020,Andy Reiter,San Francisco,Office Supplies,OFF-BI-10002982,27.24,9.534
CA-2020-138079,1/22/2020,Anthony Johnson,Seattle,Furniture,FUR-FU-10001475,109.9,37.366
CA-2020-138233,11/9/2020,Philip Fox,Oakland,Technology,TEC-AC-10002001,479.97,177.5889
CA-2020-138282,5/19/2020,Anna Häberlin,Los Angeles,Office Supplies,OFF-AP-10001366,87.84,23.7168
CA-2020-138478,10/21/2020,Dennis Pardue,North Las Vegas,Office Supplies,OFF-AR-10002240,113.22,29.4372
CA-2020-138520,4/8/2020,Jeremy Lonsdale,New York City,Furniture,FUR-BO-10002268,388.704,-4.8588
CA-2020-138583,5/24/2020,Dennis Pardue,Philadelphia,Office Supplies,OFF-AR-10001860,16.656,3.3312
CA-2020-138597,12/18/2020,Parhena Norris,Omaha,Furniture,FUR-CH-10004997,563.94,112.788
CA-2020-138667,12/27/2020,Mitch Webber,Lancaster,Technology,TEC-AC-10003063,40,0.5
CA-2020-138688,6/12/2020,Darrin Van Huff,Los Angeles,Office Supplies,OFF-LA-10000240,14.62,6.8714
CA-2020-138695,5/28/2020,Kimberly Carter,Tallahassee,Furniture,FUR-CH-10003833,390.272,-24.392
CA-2020-138933,4/24/2020,Jack Lebron,Riverside,Office Supplies,OFF-BI-10003355,3.984,1.3944
CA-2020-138968,3/15/2020,Fred Chung,San Francisco,Furniture,FUR-CH-10000309,1352.032,84.502
CA-2020-139010,2/21/2020,Matthew Clasen,Los Angeles,Office Supplies,OFF-BI-10000174,18.56,6.496
CA-2020-139157,10/1/2020,Greg Matthias,New York City,Furniture,FUR-TA-10003238,330.588,-115.7058
CA-2020-139234,5/6/2020,Art Ferguson,Chicago,Office Supplies,OFF-BI-10000773,3.208,-5.2932
CA-2020-139269,5/25/2020,Julia Barnett,Columbus,Furniture,FUR-FU-10000755,24.96,6.24
CA-2020-139381,4/18/2020,Roy Französisch,Chesapeake,Office Supplies,OFF-AP-10001271,203.92,55.0584
CA-2020-139395,12/12/2020,Matthew Grinstein,Jackson,Furniture,FUR-FU-10003724,33.48,8.7048
CA-2020-139409,9/5/2020,Fred Wasserman,New York City,Technology,TEC-PH-10003988,43.6,12.208
CA-2020-139549,10/20/2020,Muhammed Yedwab,El Cajon,Furniture,FUR-CH-10001802,387.136,4.8392
CA-2020-139556,4/26/2020,Dennis Bolton,New York City,Furniture,FUR-CH-10004983,434.646,62.7822
CA-2020-139689,12/29/2020,Michael Paige,Bristol,Office Supplies,OFF-BI-10000145,2.808,-1.9656
CA-2020-139808,10/7/2020,Mick Crebagga,Marysville,Office Supplies,OFF-FA-10001883,93.36,0.9336
CA-2020-139878,11/11/2020,Lisa DeCherney,Detroit,Technology,TEC-PH-10001336,257.98,74.8142
CA-2020-139885,12/4/2020,Ellis Ballard,New York City,Office Supplies,OFF-ST-10003324,212.88,0
CA-2020-139934,12/18/2020,Andy Yotov,San Francisco,Technology,TEC-PH-10001552,66.976,6.6976
CA-2020-139941,6/12/2020,Christy Brittain,Long Beach,Office Supplies,OFF-AP-10004036,52.56,18.396
CA-2020-139997,7/1/2020,Eugene Moren,Lehi,Technology,TEC-CO-10000971,1499.95,449.985
CA-2020-140018,11/21/2020,Chloris Kastensmidt,Columbus,Furniture,FUR-CH-10003817,127.554,-9.111
CA-2020-140046,7/28/2020,Khloe Miller,Los Angeles,Office Supplies,OFF-LA-10000305,18.9,8.694
CA-2020-140081,6/20/2020,Catherine Glotzbach,Philadelphia,Office Supplies,OFF-AP-10001058,447.696,33.5772
CA-2020-140130,10/31/2020,Helen Wasserman,Tulsa,Furniture,FUR-CH-10002084,368.97,81.1734
CA-2020-140207,11/5/2020,Christopher Schild,San Jose,Office Supplies,OFF-BI-10003963,29.12,9.828
CA-2020-140249,9/27/2020,Shaun Weien,Seattle,Technology,TEC-PH-10002584,1001.584,125.198
CA-2020-140256,8/22/2020,Pauline Webber,Los Angeles,Office Supplies,OFF-AR-10002255,5.76,1.6704
CA-2020-140382,6/23/2020,Ruben Dartt,San Francisco,Office Supplies,OFF-LA-10001934,21.93,10.3071
CA-2020-140417,9/25/2020,Katrina Edelman,Tigard,Office Supplies,OFF-BI-10004828,5.022,-3.5154
CA-2020-140438,12/24/2020,Pauline Webber,New York City,Technology,TEC-PH-10001750,197.97,53.4519
CA-2020-140501,6/23/2020,Irene Maddox,New York City,Office Supplies,OFF-FA-10004076,3.96,1.4652
CA-2020-140543,6/29/2020,Corey-Lock,Florence,Office Supplies,OFF-ST-10000563,191.88,19.188
CA-2020-140564,12/5/2020,Tony Chapman,Washington,Office Supplies,OFF-AR-10000034,33.92,13.2288
CA-2020-140571,3/15/2020,Sanjit Jacobs,Jackson,Office Supplies,OFF-PA-10001954,319.76,147.0896
CA-2020-140613,7/22/2020,Kristina Nunn,Sparks,Office Supplies,OFF-SU-10004261,86.2,24.998
CA-2020-140634,10/3/2020,Hunter Lopez,Houston,Office Supplies,OFF-EN-10001099,15.648,5.0856
CA-2020-140641,10/28/2020,Emily Phan,Tampa,Office Supplies,OFF-BI-10001191,38.19,-26.733
CA-2020-140746,1/15/2020,Roy Collins,Fairfield,Furniture,FUR-TA-10002903,181.797,-15.5826
CA-2020-140774,9/5/2020,Brad Eason,Olathe,Office Supplies,OFF-AR-10004022,107.94,26.985
CA-2020-140928,9/18/2020,Nona Balk,Jacksonville,Furniture,FUR-TA-10001095,383.438,-167.3184
CA-2020-140935,11/10/2020,Aaron Bergman,Oklahoma City,Furniture,FUR-BO-10003966,341.96,54.7136
CA-2020-140977,6/16/2020,James Lanier,Chattanooga,Technology,TEC-MA-10003493,91.475,-1.8295
CA-2020-141019,5/14/2020,Logan Haushalter,Cincinnati,Furniture,FUR-FU-10002937,79.384,29.769
CA-2020-141082,12/9/2020,Fred McMath,Lawrence,Office Supplies,OFF-LA-10001404,3.69,1.7343
CA-2020-141180,5/15/2020,Darren Powers,Fort Lauderdale,Office Supplies,OFF-BI-10000301,7.764,-5.176
CA-2020-141397,6/20/2020,Roy Collins,Pasadena,Furniture,FUR-CH-10003846,161.568,-8.0784
CA-2020-141523,12/19/2020,Mark Haberlin,New York City,Office Supplies,OFF-AR-10001545,3.52,1.0208
CA-2020-141551,9/24/2020,Benjamin Patterson,Broken Arrow,Office Supplies,OFF-BI-10001249,6.38,2.9348
CA-2020-141586,10/17/2020,Neil Knudson,San Francisco,Office Supplies,OFF-BI-10003981,18.16,6.583
CA-2020-141887,1/11/2020,Mark Packer,Columbus,Furniture,FUR-FU-10002268,54.992,8.9362
CA-2020-141957,7/21/2020,Jason Gross,Newark,Office Supplies,OFF-AR-10000914,18.656,1.3992
CA-2020-142097,10/15/2020,Quincy Jones,Springfield,Office Supplies,OFF-AP-10000696,43.26,14.2758
CA-2020-142335,12/15/2020,Michael Paige,Detroit,Furniture,FUR-TA-10000198,1652.94,231.4116
CA-2020-142370,9/19/2020,Theone Pippenger,Columbus,Office Supplies,OFF-SU-10003002,5.04,0.1512
CA-2020-142398,4/12/2020,Beth Paige,Los Angeles,Furniture,FUR-CH-10001545,638.288,-31.9144
CA-2020-142405,6/11/2020,Sanjit Engle,Seattle,Office Supplies,OFF-BI-10004728,53.984,17.5448
CA-2020-142524,9/4/2020,Mick Brown,Springfield,Office Supplies,OFF-EN-10003286,16.56,7.7832
CA-2020-142545,10/28/2020,Jonathan Doherty,Belleville,Furniture,FUR-FU-10001861,77.6,38.024
CA-2020-142594,12/1/2020,Eva Jacobs,Franklin,Furniture,FUR-FU-10002045,111.15,48.906
CA-2020-142615,11/20/2020,Brendan Murry,Montebello,Technology,TEC-AC-10004803,27.88,3.9032
CA-2020-142762,5/23/2020,Lisa DeCherney,San Francisco,Furniture,FUR-FU-10003691,37.05,16.302
CA-2020-142895,7/21/2020,Beth Paige,Concord,Furniture,FUR-CH-10002961,363.92,0
CA-2020-142902,9/12/2020,Ben Peterman,Arvada,Furniture,FUR-CH-10004086,466.768,52.5114
CA-2020-142958,12/13/2020,Rob Williams,Torrance,Furniture,FUR-TA-10000577,1114.272,41.7852
CA-2020-143154,12/2/2020,Alan Schoenberger,Longmont,Technology,TEC-AC-10002942,165.6,-6.21
CA-2020-143308,11/4/2020,Roy Collins,Louisville,Office Supplies,OFF-FA-10000621,10.74,5.2626
CA-2020-143406,9/26/2020,Lisa Ryan,Houston,Furniture,FUR-CH-10000513,454.965,-136.4895
CA-2020-143441,11/5/2020,Evan Bailliet,Laredo,Office Supplies,OFF-LA-10002312,11.84,4.44
CA-2020-143476,9/11/2020,Linda Cazamias,Phoenix,Office Supplies,OFF-AR-10003759,2.912,0.91
CA-2020-143609,12/11/2020,Deborah Brumfield,Portland,Furniture,FUR-CH-10004218,403.92,25.245
CA-2020-143714,5/23/2020,Christopher Conant,Philadelphia,Office Supplies,OFF-BI-10004308,6.294,-4.196
CA-2020-143749,12/5/2020,Aleksandra Gannaway,Franklin,Furniture,FUR-BO-10002853,81.94,20.485
CA-2020-143805,12/1/2020,Jonathan Doherty,Richmond,Office Supplies,OFF-AP-10002945,2104.55,694.5015
CA-2020-143910,8/12/2020,Becky Castell,New York City,Furniture,FUR-CH-10000225,145.764,-8.098
CA-2020-143924,7/28/2020,Steve Carroll,Holland,Office Supplies,OFF-FA-10000735,20.44,9.198
CA-2020-144015,6/26/2020,Adam Hart,Los Angeles,Office Supplies,OFF-FA-10000624,17.9,8.95
CA-2020-144092,11/5/2020,Logan Haushalter,San Jose,Furniture,FUR-CH-10004875,113.888,9.9652
CA-2020-144148,7/31/2020,Anna Häberlin,San Francisco,Furniture,FUR-TA-10002774,863.128,-32.3673
CA-2020-144218,10/31/2020,Jonathan Doherty,Los Angeles,Office Supplies,OFF-ST-10002615,1085.42,282.2092
CA-2020-144309,12/10/2020,Chris McAfee,Watertown,Office Supplies,OFF-BI-10003656,679.96,220.987
CA-2020-144337,8/1/2020,Susan Gilcrest,Amarillo,Office Supplies,OFF-PA-10000249,19.648,6.6312
CA-2020-144344,10/28/2020,Patrick Gardner,Boynton Beach,Furniture,FUR-FU-10000076,47.952,13.7862
CA-2020-144400,2/23/2020,Alyssa Crouse,Philadelphia,Office Supplies,OFF-EN-10004386,57.576,21.591
CA-2020-144540,9/5/2020,Gary Hansen,Houston,Office Supplies,OFF-AP-10002457,62.79,-166.3935
CA-2020-144554,11/7/2020,Denise Monton,Newark,Technology,TEC-AC-10002800,119.976,22.4955
CA-2020-144645,2/2/2020,Noel Staavos,Houston,Furniture,FUR-FU-10003601,73.784,-77.4732
CA-2020-144729,10/21/2020,Joel Eaton,San Diego,Office Supplies,OFF-ST-10004804,154.44,1.5444
CA-2020-144764,9/2/2020,Rob Lucas,Chicago,Office Supplies,OFF-LA-10000240,29.24,9.8685
CA-2020-144785,4/18/2020,Cindy Schnelling,New York City,Office Supplies,OFF-AR-10001573,6.99,2.0271
CA-2020-144792,4/30/2020,Ken Dana,Scottsdale,Furniture,FUR-FU-10002759,111.888,22.3776
CA-2020-144855,7/22/2020,Dionis Lloyd,San Francisco,Office Supplies,OFF-LA-10003766,6.3,3.024
CA-2020-144911,11/27/2020,Rob Williams,Overland Park,Office Supplies,OFF-BI-10000977,152,69.92
CA-2020-144939,10/3/2020,Emily Burns,New York City,Furniture,FUR-CH-10003199,599.292,93.2232
CA-2020-145009,12/5/2020,Randy Ferguson,Chicago,Office Supplies,OFF-LA-10004853,11.952,3.8844
CA-2020-145135,11/26/2020,Cynthia Delaney,Shelton,Office Supplies,OFF-PA-10004285,13.36,6.4128
CA-2020-145177,11/10/2020,Paul Prost,Springfield,Furniture,FUR-FU-10000758,148.288,29.6576
CA-2020-145240,9/6/2020,Bruce Geld,Houston,Office Supplies,OFF-ST-10001590,10.784,0.8088
CA-2020-145247,5/5/2020,Natalie DeCherney,Louisville,Office Supplies,OFF-PA-10003641,79.14,36.4044
CA-2020-145261,12/18/2020,Adrian Hane,Salem,Furniture,FUR-TA-10002530,377.45,-264.215
CA-2020-145303,8/28/2020,Tom Prescott,Dallas,Furniture,FUR-BO-10003159,156.3728,-52.8908
CA-2020-145492,11/20/2020,Matt Connell,Los Angeles,Office Supplies,OFF-AP-10003622,39,11.31
CA-2020-145499,5/30/2020,Robert Waldorf,Wilmington,Office Supplies,OFF-BI-10000848,3.282,-2.6256
CA-2020-145548,11/11/2020,Edward Becker,New York City,Furniture,FUR-CH-10003774,245.646,8.1882
CA-2020-145583,10/13/2020,Lena Creighton,Roseville,Furniture,FUR-FU-10001706,43.12,20.6976
CA-2020-145611,9/20/2020,Helen Abelman,New York City,Office Supplies,OFF-AP-10001005,393.25,129.7725
CA-2020-145625,9/11/2020,Kelly Collister,San Diego,Office Supplies,OFF-PA-10004569,7.61,3.5767
